0,12,-1
1,12,-1
2,5,1
3,8,1
4,1,0
5,12,-1
6,1,1
7,4,0
8,3,0
9,5,0
10,5,0
11,5,0
12,4,0
13,4,1
14,4,1
15,5,0
16,1,1
17,1,1
18,1,1
19,10,0
20,11,0
21,11,1
22,12,-1
23,3,0
24,3,1
25,1,1
26,12,-1
27,0,1
28,12,-1
29,12,-1
30,6,1
31,12,-1
32,7,1
33,5,0
34,5,0
35,7,1
36,12,-1
37,12,-1
38,5,0
39,12,-1
40,5,0
41,12,-1
42,1,0
43,12,-1
44,2,1
45,2,1
46,2,1
47,2,1
48,2,0
49,7,1
50,7,1
51,5,0
52,11,0
53,12,-1
54,9,1
55,9,1
56,9,1
57,11,1
58,12,-1
59,9,1
60,9,1
61,9,1
62,9,0
63,12,1
64,12,1
65,12,-1
